설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자	제공기관코드	제공기관명
평동주민센터	평동주민센터	광주광역시	광산구	관공서	SKT		Jan-18	광주광역시 광산구 평동로 790		한국통신사업자연합회	02-2015-9121	35.1245771	126.7602576	2019-01-01	3630000	광주광역시 광산구
평동주민센터	평동주민센터	광주광역시	광산구	관공서	KT		Jan-18	광주광역시 광산구 평동로 790		한국통신사업자연합회	02-2015-9121	35.1245771	126.7602576	2019-01-01	3630000	광주광역시 광산구
하남동주민센터	하남동주민센터	광주광역시	광산구	관공서	KT		Jan-18	광주광역시 광산구 하남대로54번길 15		한국통신사업자연합회	02-2015-9121	35.179347	126.800009	2019-01-01	3630000	광주광역시 광산구
광주소방학교	광주소방학교	광주광역시	광산구	교육시설	KT		Jan-18	광주광역시 광산구 소촌로152번길 53-27		한국통신사업자연합회	02-2015-9121	35.160247	126.795836	2019-01-01	3630000	광주광역시 광산구
한국방송통신대학교	한국방송통신대학교	광주광역시	광산구	교육시설	LGU+		Jan-18	광주광역시 광산구 첨단내촌로 6		한국통신사업자연합회	02-2015-9121	35.207355	126.835851	2019-01-01	3630000	광주광역시 광산구
광주공항	광주공항	광주광역시	광산구	교통시설	LGU+		Jan-18	광주광역시 광산구 상무대로 420-25		한국통신사업자연합회	02-2015-9121	35.140423	126.80998	2019-01-01	3630000	광주광역시 광산구
광주송정역	광주송정역_대합실	광주광역시	광산구	교통시설	LGU+		Jan-18	광주광역시 광산구 상무대로 201		한국통신사업자연합회	02-2015-9121	35.137384	126.790872	2019-01-01	3630000	광주광역시 광산구
광주송정역	광주송정역_승강장	광주광역시	광산구	교통시설	LGU+		Jan-18	광주광역시 광산구 상무대로 201		한국통신사업자연합회	02-2015-9121	35.137384	126.790872	2019-01-01	3630000	광주광역시 광산구
송정공원역	송정공원역	광주광역시	광산구	교통시설	LGU+		Jan-18	광주광역시 광산구 상무대로 314-99		한국통신사업자연합회	02-2015-9121	35.143575	126.7996149	2019-01-01	3630000	광주광역시 광산구
평동역	평동역	광주광역시	광산구	교통시설	LGU+		Jan-18	광주광역시 광산구 평동로 870		한국통신사업자연합회	02-2015-9121	35.124583	126.768784	2019-01-01	3630000	광주광역시 광산구
광산구립도서관	광산구립도서관	광주광역시	광산구	교육시설	KT		Jan-18	광주광역시 광산구 신가로40번길 24		한국통신사업자연합회	02-2015-9121	35.182728	126.828585	2019-01-01	3630000	광주광역시 광산구
송정도서관	송정도서관	광주광역시	광산구	교육시설	SKT		Jan-18	광주광역시 광산구 송정공원로 8-13		한국통신사업자연합회	02-2015-9121	35.144917	126.799771	2019-01-01	3630000	광주광역시 광산구
신가도서관	신가도서관	광주광역시	광산구	교육시설	LGU+		Jan-18	광주광역시 광산구 신가로40번길 24		한국통신사업자연합회	02-2015-9121	35.1827519	126.8285849	2019-01-01	3630000	광주광역시 광산구
신가도서관	신가도서관	광주광역시	광산구	교육시설	KT		Jan-18	광주광역시 광산구 신가로40번길 24		한국통신사업자연합회	02-2015-9121	35.182728	126.828585	2019-01-01	3630000	광주광역시 광산구
운남어린이도서관	운남어린이도서관	광주광역시	광산구	교육시설	LGU+		Jan-18	광주광역시 광산구 목련로217번길 10		한국통신사업자연합회	02-2015-9121	35.173021	126.821905	2019-01-01	3630000	광주광역시 광산구
운남어린이도서관	운남어린이도서관	광주광역시	광산구	교육시설	LGU+		Jan-18	광주광역시 광산구 목련로217번길 10		한국통신사업자연합회	02-2015-9121	35.173021	126.821905	2019-01-01	3630000	광주광역시 광산구
장덕도서관	장덕도서관	광주광역시	광산구	교육시설	KT		Jan-18	광주광역시 광산구 풍영로 179		한국통신사업자연합회	02-2015-9121	35.187577	126.813319	2019-01-01	3630000	광주광역시 광산구
중흥S클래스도서관-신가동	중흥S클래스도서관-신가동	광주광역시	광산구	교육시설	KT		Jan-18	광주광역시 광산구 수등로76번길 74		한국통신사업자연합회	02-2015-9121	35.180854	126.815344	2019-01-01	3630000	광주광역시 광산구
첨단도서관	첨단도서관	광주광역시	광산구	교육시설	LGU+		Jan-18	광주광역시 광산구 임방울대로 673-12		한국통신사업자연합회	02-2015-9121	35.216792	126.832239	2019-01-01	3630000	광주광역시 광산구
광산문화예술회관	광산문화예술회관	광주광역시	광산구	지역문화시설	SKT		Jan-18	광주광역시 광산구 광산로68번길 13		한국통신사업자연합회	02-2015-9121	35.14044	126.799232	2019-01-01	3630000	광주광역시 광산구
진곡화물차고지	진곡화물차고지	광주광역시	광산구	기타	LGU+		Jan-18	광주광역시 광산구 손재로 327		한국통신사업자연합회	02-2015-9121	35.194281	126.793636	2019-01-01	3630000	광주광역시 광산구
신촌이대주변	봉구비어앞 주정차CCTV서04-402	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Jun-12	서울특별시 서대문구 명물길 41	서울특별시 서대문구 창천동 2-33	서울시	02-3140-8664	37.55866416	126.9385912	2020-01-01	3120000	서울특별시 서대문구
서대문구청광장	구청 4F정보통신실	서울특별시	서대문구	공공기관	서울시(LGU )	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 연희로 248	서울특별시 서대문구 연희동 168-6	서울시	02-3140-8664	37.57915463	126.9367592	2020-01-01	3120000	서울특별시 서대문구
서대문구청광장	구청 4F정보통신실	서울특별시	서대문구	공공기관	서울시(LGU )	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 연희로 248	서울특별시 서대문구 연희동 168-6	서울시	02-3140-8664	37.57915463	126.9367592	2020-01-01	3120000	서울특별시 서대문구
안산공원주변	안산공원관리사무소옥상	서울특별시	서대문구	공원	서울시(LGU )	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 연희로32길 134	서울특별시 서대문구 연희동 167-10	서울시	02-3140-8664	37.5795568	126.9380671	2020-01-01	3120000	서울특별시 서대문구
안산공원주변	안산공원관리사무소옥상	서울특별시	서대문구	공원	서울시(LGU )	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 연희로32길 134	서울특별시 서대문구 연희동 167-10	서울시	02-3140-8664	37.5795568	126.9380671	2020-01-01	3120000	서울특별시 서대문구
안산공원주변	?떤?마당(CCTV 서05-206-1)	서울특별시	서대문구	공원	서울시(LGU )	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 연희로32길 134	서울특별시 서대문구 연희동 167-10	서울시	02-3140-8664	37.5795568	126.9380671	2020-01-01	3120000	서울특별시 서대문구
안산공원주변	?떤?마당(CCTV 서05-206-1)	서울특별시	서대문구	공원	서울시(LGU )	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 연희로32길 134	서울특별시 서대문구 연희동 167-10	서울시	02-3140-8664	37.5795568	126.9380671	2020-01-01	3120000	서울특별시 서대문구
홍제천주변	홍제천관리소 옥상	서울특별시	서대문구	공원	서울시(LGU )	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 모래내로 376-19	서울특별시 서대문구 연희동 산2-75	서울시	02-3140-8664	37.58195569	126.9380517	2020-01-01	3120000	서울특별시 서대문구
홍제천주변	홍제천관리소 옥상	서울특별시	서대문구	공원	서울시(LGU )	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 모래내로 376-19	서울특별시 서대문구 연희동 산2-75	서울시	02-3140-8664	37.58195569	126.9380517	2020-01-01	3120000	서울특별시 서대문구
서대문여성인력개발센터	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-12	서울특별시 서대문구 신촌역로 10	서울특별시 서대문구 대현동 101 -7	과기정통부	02-3140-8664	37.55756328	126.943179	2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	골목 방범CCTV서04-114	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 이화여대7길 22	서울특별시 서대문구 대현동 37-2	서울시	02-3140-8664	37.55879853	126.9444643	2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	골목 방범CCTV서04-114	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 이화여대7길 22	서울특별시 서대문구 대현동 37-2	서울시	02-3140-8664	37.55879853	126.9444643	2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	골목 방범CCTV서04-114	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Dec-12	서울특별시 서대문구 이화여대7길 22	서울특별시 서대문구 대현동 37-2	서울시	02-3140-8664	37.55879853	126.9444643	2020-01-01	3120000	서울특별시 서대문구
남가좌1동주민센터	주민센터 B2층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 모래내로 15길 37	서울특별시 서대문구 남가좌동 385-3	서대문구	02-3140-8664	37.57327487	126.9197797	2020-01-01	3120000	서울특별시 서대문구
남가좌2동주민센터	주민센터 5층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 증가로10길 28	서울특별시 서대문구 남가좌동 342-7	서대문구	02-3140-8664	37.57843406	126.9238669	2020-01-01	3120000	서울특별시 서대문구
남가좌2동주민센터	주민센터 3층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 증가로10길 28	서울특별시 서대문구 남가좌동 342-7	서대문구	02-3140-8664	37.57843406	126.9238669	2020-01-01	3120000	서울특별시 서대문구
남가좌2동주민센터	주민센터 2층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 증가로10길 28	서울특별시 서대문구 남가좌동 342-7	서대문구	02-3140-8664	37.57843406	126.9238669	2020-01-01	3120000	서울특별시 서대문구
남가좌2동주민센터	주민센터 1층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 증가로10길 28	서울특별시 서대문구 남가좌동 342-7	서대문구	02-3140-8664	37.57843406	126.9238669	2020-01-01	3120000	서울특별시 서대문구
보건소 천연분소	분소 2층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 독립문로 27	서울특별시 서대문구 옥천동 45-6	서대문구	02-3140-8664	37.56960522	126.9613126	2020-01-01	3120000	서울특별시 서대문구
보건소 천연분소	분소 1층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 독립문로 27	서울특별시 서대문구 옥천동 45-6	서대문구	02-3140-8664	37.56960522	126.9613126	2020-01-01	3120000	서울특별시 서대문구
북가좌1동주민센터	주민센터 4층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 수색로 100-55	서울특별시 서대문구 북가좌동 477	서대문구	02-3140-8664	37.57436849	126.9101369	2020-01-01	3120000	서울특별시 서대문구
북가좌1동주민센터	주민센터 3층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 수색로 100-55	서울특별시 서대문구 북가좌동 477	서대문구	02-3140-8664	37.57436849	126.9101369	2020-01-01	3120000	서울특별시 서대문구
북가좌1동주민센터	주민센터 3층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 수색로 100-55	서울특별시 서대문구 북가좌동 477	서대문구	02-3140-8664	37.57436849	126.9101369	2020-01-01	3120000	서울특별시 서대문구
북가좌1동주민센터	주민센터 2층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 수색로 100-55	서울특별시 서대문구 북가좌동 477	서대문구	02-3140-8664	37.57436849	126.9101369	2020-01-01	3120000	서울특별시 서대문구
북가좌1동주민센터	주민센터 2층	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Jun-13	서울특별시 서대문구 수색로 100-55	서울특별시 서대문구 북가좌동 477	서대문구	02-3140-8664	37.57436849	126.9101369	2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	앞 주정차CCTV서04-420	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Jun-12	서울특별시 서대문구 연세로7안길 1	서울특별시 서대문구 창천동 52-49	서울시	02-3140-8664	37.55778901	126.9361846	2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	앞 주정차CCTV서04-420	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Jun-12	서울특별시 서대문구 연세로7안길 1	서울특별시 서대문구 창천동 52-49	서울시	02-3140-8664	37.55778901	126.9361846	2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	쫄병앞 주정차CCTV서04-403	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Jun-12	서울특별시 서대문구 신촌역로 39	서울특별시 서대문구 창천동 4-96	서울시	02-3140-8664	37.55896715	126.941034	2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	쫄병앞 주정차CCTV서04-403	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Jun-12	서울특별시 서대문구 신촌역로 39	서울특별시 서대문구 창천동 4-96	서울시	02-3140-8664	37.55896715	126.941034	2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	BUS 2013-04 대중교통전용지구폴)서04-132	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Jun-12	서울특별시 서대문구 창천동 78-3	서울특별시 서대문구 창천동 78-3	서울시	02-3140-8664			2020-01-01	3120000	서울특별시 서대문구
신촌이대주변	BUS 2013-04 대중교통전용지구폴)서04-132	서울특별시	서대문구	주요거리	LGU	Public WiFi@Seoul	Jun-12	서울특별시 서대문구 창천동 78-3	서울특별시 서대문구 창천동 78-3	서울시	02-3140-8664			2020-01-01	3120000	서울특별시 서대문구
